1,1,2,7,177,3,1608.76,4826.28,0
2,1,30,2,1724,5,131.22,656.10,0
3,1,21,7,490,4,728.68,2914.72,0
4,1,23,5,298,1,235.36,235.36,0
5,1,31,5,989,4,18.72,74.88,0
6,1,40,7,351,4,65.26,261.04,0
7,1,19,6,837,1,48.87,48.87,0
8,1,37,5,1317,1,14.43,14.43,0
9,1,7,1,451,4,77.68,310.72,0
10,1,31,3,1672,3,18.57,55.71,0
11,1,35,5,816,4,96.53,386.12,0
12,1,40,2,1439,2,55.55,111.10,0
13,1,27,6,308,2,113.14,226.28,0
14,1,18,7,492,3,21.76,65.28,0
15,1,10,4,291,1,126.25,126.25,0
16,1,9,7,914,5,476.32,2381.60,0
17,1,25,5,344,4,520.99,2083.96,1
18,1,14,4,1095,5,62.37,311.85,0
19,1,21,2,299,3,870.21,2610.63,0
20,1,21,4,543,4,784.28,3137.12,0
21,1,17,6,1100,2,30.08,60.16,0
22,1,25,1,1111,3,531.21,1593.63,0
23,1,34,7,1577,3,114.79,344.37,0
24,1,2,2,411,3,1437.96,4313.88,0
25,1,40,6,1044,1,59.76,59.76,0
26,1,11,1,1156,4,109.41,437.64,0
27,1,14,6,658,2,69.21,138.42,0
28,1,12,2,201,1,33.65,33.65,0
29,1,25,3,500,4,482.00,1928.00,0
30,1,3,7,1357,5,857.42,4287.10,0
31,1,27,6,1277,2,117.99,235.98,0
32,1,22,1,1130,4,666.17,2664.68,0
33,1,26,6,350,2,68.63,137.26,0
34,1,26,2,1587,1,70.46,70.46,0
35,1,39,2,652,5,11.69,58.45,0
36,1,6,2,64,5,136.77,683.85,0
37,1,10,3,818,2,119.82,239.64,0
38,1,28,5,1776,3,86.81,260.43,0
39,1,8,1,1682,4,36.55,146.20,0
40,1,17,5,498,1,31.12,31.12,0
41,1,35,1,729,2,93.87,187.74,0
42,1,18,7,1586,1,20.40,20.40,0
43,1,4,1,593,5,566.46,2832.30,1
44,1,32,5,1388,3,53.45,160.35,0
45,1,30,1,689,3,126.17,378.51,0
46,1,32,7,241,3,60.05,180.15,0
47,1,19,1,719,3,54.04,162.12,0
48,1,28,4,174,5,98.02,490.10,0
49,1,15,7,866,2,88.13,176.26,0
50,1,39,5,470,4,12.97,51.88,0
51,1,32,2,1780,1,58.24,58.24,0
52,1,16,2,923,5,24.41,122.05,0
53,1,32,5,1081,2,57.30,114.60,0
54,1,40,2,1067,1,61.08,61.08,0
55,1,32,7,327,2,52.09,104.18,0
56,1,16,2,77,2,26.28,52.56,0
57,1,15,5,252,1,91.30,91.30,0
58,1,36,2,953,5,20.82,104.10,0
59,1,9,7,1376,5,437.69,2188.45,0
60,1,1,2,500,5,1250.80,6254.00,0
61,1,25,3,849,3,460.50,1381.50,0
62,1,1,4,1382,5,1246.13,6230.65,0
63,1,25,5,586,4,539.63,2158.52,0
64,1,28,7,258,3,91.58,274.74,0
65,1,6,3,131,2,157.85,315.70,0
66,1,19,7,1391,1,51.23,51.23,0
67,1,28,5,725,3,99.26,297.78,0
68,1,31,3,1594,4,21.06,84.24,0
69,1,36,4,1011,5,23.10,115.50,0
70,1,4,5,1566,4,585.63,2342.52,0
71,1,18,7,1421,1,18.70,18.70,0
72,1,14,7,781,5,70.81,354.05,0
73,1,11,1,492,1,100.02,100.02,0
74,1,38,4,362,3,38.47,115.41,0
75,1,5,2,711,2,324.30,648.60,0
76,1,26,5,212,4,70.50,282.00,0
77,1,9,6,1371,4,474.38,1897.52,0
78,1,28,4,454,3,88.53,265.59,0
79,1,9,2,928,4,448.16,1792.64,0
80,1,39,4,1562,5,12.45,62.25,0
81,1,28,1,1736,1,87.19,87.19,0
82,1,27,2,942,3,120.06,360.18,0
83,1,17,7,826,5,32.48,162.40,0
84,1,23,3,420,5,248.99,1244.95,0
85,1,39,3,701,2,12.34,24.68,0
86,1,16,2,1221,5,23.46,117.30,0
87,1,22,7,1170,1,709.81,709.81,0
88,1,14,3,1752,4,58.53,234.12,0
89,1,22,7,79,1,623.64,623.64,0
90,1,22,1,1732,4,692.87,2771.48,0
91,1,3,2,622,5,750.66,3753.30,0
92,1,16,7,360,4,24.05,96.20,1
93,1,11,2,303,2,117.87,235.74,0
94,1,21,1,753,1,825.15,825.15,0
95,1,6,6,1752,3,144.10,432.30,0
96,1,19,3,1779,1,48.05,48.05,1
97,1,20,5,1616,5,18.46,92.30,0
98,1,14,3,1576,1,58.64,58.64,0
99,1,12,6,1691,2,37.33,74.66,0
100,1,25,6,839,5,530.82,2654.10,0
101,1,2,5,818,5,1647.32,8236.60,0
102,1,24,4,1312,5,180.11,900.55,0
103,1,39,5,1430,2,12.51,25.02,0
104,1,1,3,444,4,1111.31,4445.24,0
105,1,8,3,1661,5,37.55,187.75,0
106,1,12,3,1457,3,33.61,100.83,0
107,2,36,1,813,2,22.50,45.00,0
108,2,14,7,440,1,68.74,68.74,0
109,2,33,6,356,5,64.98,324.90,0
110,2,37,7,1201,1,15.46,15.46,0
111,2,11,6,1056,4,117.02,468.08,0
112,2,4,2,1278,5,565.56,2827.80,0
113,2,17,1,1466,5,30.12,150.60,0
114,2,10,1,844,4,112.13,448.52,0
115,2,39,1,1161,4,11.87,47.48,0
116,2,5,3,63,3,294.99,884.97,0
117,2,2,5,701,4,1427.41,5709.64,0
118,2,19,4,288,2,50.76,101.52,0
119,2,18,4,977,5,19.72,98.60,0
120,2,11,7,474,4,102.81,411.24,0
121,2,26,6,127,3,74.85,224.55,0
122,3,3,7,1228,2,842.94,1685.88,0
123,3,6,1,997,3,163.61,490.83,0
124,3,15,4,437,4,79.85,319.40,0
125,3,20,4,1087,4,18.20,72.80,0
126,3,32,6,1410,3,52.43,157.29,0
127,3,35,7,1330,3,95.77,287.31,0
128,3,15,6,320,3,87.49,262.47,0
129,3,24,6,1580,4,186.05,744.20,0
130,3,33,7,704,4,76.09,304.36,0
131,3,2,4,1678,3,1606.79,4820.37,0
132,3,1,3,242,5,1085.27,5426.35,0
133,3,33,1,1159,4,64.55,258.20,0
134,3,35,3,825,3,98.39,295.17,0
135,3,23,4,944,5,233.62,1168.10,0
136,3,5,4,1175,4,289.80,1159.20,0
137,3,11,2,1022,5,117.28,586.40,0
138,3,13,5,653,3,96.51,289.53,0
139,3,36,7,1116,1,23.91,23.91,0
140,3,17,5,549,4,27.66,110.64,0
141,3,13,6,543,1,95.81,95.81,0
142,3,22,4,1696,3,650.49,1951.47,0
143,3,18,3,516,3,21.12,63.36,0
144,3,33,6,661,3,73.63,220.89,0
145,3,20,6,710,3,17.41,52.23,0
146,3,14,1,430,5,59.45,297.25,0
147,3,21,3,61,1,846.63,846.63,0
148,3,26,2,644,1,78.82,78.82,0
149,3,17,2,1803,3,29.72,89.16,0
150,3,20,6,1422,5,18.48,92.40,1
151,3,29,5,1004,4,59.37,237.48,0
152,3,13,6,881,3,97.19,291.57,0
153,3,7,7,852,1,76.01,76.01,0
154,3,5,4,1456,4,277.76,1111.04,0
155,3,25,4,1526,1,479.27,479.27,0
156,3,1,2,963,3,1267.37,3802.11,0
157,3,17,1,1227,3,32.47,97.41,0
158,3,4,7,1310,3,625.57,1876.71,0
159,3,24,7,952,3,171.60,514.80,0
160,3,25,4,660,4,511.51,2046.04,0
161,3,8,7,1257,5,42.18,210.90,0
162,3,4,3,653,3,640.90,1922.70,0
163,3,39,5,1273,1,12.57,12.57,0
164,3,19,4,1740,5,52.08,260.40,0
165,3,17,1,852,1,28.68,28.68,0
166,3,24,1,573,2,174.91,349.82,0
167,3,12,5,1096,5,35.87,179.35,0
168,3,33,6,544,4,66.32,265.28,1
169,3,3,7,340,5,731.30,3656.50,0
170,3,7,3,127,1,83.71,83.71,0
171,3,14,7,1574,3,70.72,212.16,0
172,3,4,5,1311,1,630.62,630.62,1
173,3,37,7,289,2,15.08,30.16,0
174,3,23,3,1554,4,226.56,906.24,0
175,3,30,2,1011,5,120.99,604.95,0
176,3,12,4,1484,1,33.71,33.71,0
177,3,10,5,257,3,112.79,338.37,0
178,3,5,1,1575,1,329.21,329.21,0
179,3,17,2,22,4,27.82,111.28,0
180,3,29,5,969,3,59.86,179.58,0
181,3,32,4,422,5,56.60,283.00,0
182,3,15,2,1035,4,83.37,333.48,0
183,3,20,1,906,4,16.22,64.88,1
184,3,33,1,1593,3,66.39,199.17,0
185,3,34,6,1387,3,123.71,371.13,0
186,3,3,3,979,5,750.56,3752.80,0
187,3,18,4,1741,1,20.57,20.57,0
188,3,32,6,1178,5,52.02,260.10,0
189,3,31,4,1319,5,19.03,95.15,0
190,3,22,6,1571,4,595.80,2383.20,0
191,3,36,1,1087,2,21.86,43.72,0
192,3,39,2,1039,3,13.02,39.06,1
193,3,14,6,1752,2,71.06,142.12,0
194,3,40,6,1090,3,61.20,183.60,0
195,3,15,1,1417,5,90.63,453.15,0
196,3,21,1,1293,1,773.26,773.26,0
197,3,15,4,1016,2,86.22,172.44,0
198,3,4,6,690,3,544.57,1633.71,0
199,3,35,4,368,5,85.99,429.95,0
200,3,39,7,881,4,10.83,43.32,0
